analysis_id,game_id,cluster_id,cluster_probability,source_path,coordinate_action_rate,frame_changed_rate,changed_cells_mean,small_change_rate_1_8,large_change_rate_33_plus,progress_rate,game_over_rate,win_rate,unique_after_hash_rate,initial_component_count
re86-8af5384d_seed72,re86-8af5384d,21,1.0,training_examples/re86-8af5384d_seed72.examples.jsonl,0.0,1.0,45.84,0.2,0.8,0.0,0.01,0.0,0.5,23.0
re86-8af5384d_seed73,re86-8af5384d,21,1.0,training_examples/re86-8af5384d_seed73.examples.jsonl,0.0,1.0,45.84,0.2,0.8,0.0,0.01,0.0,0.5,23.0
re86-8af5384d_seed74,re86-8af5384d,21,1.0,training_examples/re86-8af5384d_seed74.examples.jsonl,0.0,1.0,45.84,0.2,0.8,0.0,0.01,0.0,0.5,23.0
re86-8af5384d_seed75,re86-8af5384d,21,1.0,training_examples/re86-8af5384d_seed75.examples.jsonl,0.0,1.0,45.84,0.2,0.8,0.0,0.01,0.0,0.5,23.0
re86-8af5384d_seed76,re86-8af5384d,21,1.0,training_examples/re86-8af5384d_seed76.examples.jsonl,0.0,1.0,45.84,0.2,0.8,0.0,0.01,0.0,0.5,23.0
re86-8af5384d_seed77,re86-8af5384d,21,1.0,training_examples/re86-8af5384d_seed77.examples.jsonl,0.0,1.0,45.84,0.2,0.8,0.0,0.01,0.0,0.5,23.0
re86-8af5384d_seed78,re86-8af5384d,21,1.0,training_examples/re86-8af5384d_seed78.examples.jsonl,0.0,1.0,45.84,0.2,0.8,0.0,0.01,0.0,0.5,23.0
re86-8af5384d_seed79,re86-8af5384d,21,1.0,training_examples/re86-8af5384d_seed79.examples.jsonl,0.0,1.0,45.84,0.2,0.8,0.0,0.01,0.0,0.5,23.0
re86-8af5384d_seed8,re86-8af5384d,21,1.0,training_examples/re86-8af5384d_seed8.examples.jsonl,0.0,1.0,45.84,0.2,0.8,0.0,0.01,0.0,0.5,23.0
re86-8af5384d_seed80,re86-8af5384d,21,1.0,training_examples/re86-8af5384d_seed80.examples.jsonl,0.0,1.0,45.84,0.2,0.8,0.0,0.01,0.0,0.5,23.0
re86-8af5384d_seed81,re86-8af5384d,21,1.0,training_examples/re86-8af5384d_seed81.examples.jsonl,0.0,1.0,45.84,0.2,0.8,0.0,0.01,0.0,0.5,23.0
re86-8af5384d_seed82,re86-8af5384d,21,1.0,training_examples/re86-8af5384d_seed82.examples.jsonl,0.0,1.0,45.84,0.2,0.8,0.0,0.01,0.0,0.5,23.0
re86-8af5384d_seed9,re86-8af5384d,21,1.0,training_examples/re86-8af5384d_seed9.examples.jsonl,0.0,1.0,45.84,0.2,0.8,0.0,0.01,0.0,0.5,23.0
s5i5-18d95033_seed0,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed0.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
s5i5-18d95033_seed1,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed1.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
s5i5-18d95033_seed10,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed10.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
s5i5-18d95033_seed11,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed11.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
s5i5-18d95033_seed12,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed12.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
s5i5-18d95033_seed13,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed13.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
s5i5-18d95033_seed14,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed14.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
s5i5-18d95033_seed15,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed15.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
s5i5-18d95033_seed16,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed16.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
s5i5-18d95033_seed17,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed17.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
s5i5-18d95033_seed18,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed18.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
s5i5-18d95033_seed19,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed19.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
s5i5-18d95033_seed2,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed2.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
s5i5-18d95033_seed20,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed20.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
s5i5-18d95033_seed21,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed21.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
s5i5-18d95033_seed22,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed22.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
s5i5-18d95033_seed23,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed23.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
s5i5-18d95033_seed24,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed24.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
s5i5-18d95033_seed25,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed25.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
s5i5-18d95033_seed26,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed26.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
s5i5-18d95033_seed27,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed27.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
s5i5-18d95033_seed28,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed28.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
s5i5-18d95033_seed29,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed29.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
s5i5-18d95033_seed3,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed3.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
s5i5-18d95033_seed30,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed30.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
s5i5-18d95033_seed31,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed31.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
s5i5-18d95033_seed32,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed32.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
s5i5-18d95033_seed33,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed33.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
s5i5-18d95033_seed34,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed34.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
s5i5-18d95033_seed35,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed35.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
s5i5-18d95033_seed36,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed36.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
s5i5-18d95033_seed37,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed37.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
s5i5-18d95033_seed38,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed38.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
s5i5-18d95033_seed39,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed39.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
s5i5-18d95033_seed4,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed4.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
s5i5-18d95033_seed40,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed40.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
s5i5-18d95033_seed41,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed41.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
s5i5-18d95033_seed42,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed42.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
s5i5-18d95033_seed43,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed43.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
s5i5-18d95033_seed44,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed44.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
s5i5-18d95033_seed45,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed45.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
s5i5-18d95033_seed46,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed46.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
s5i5-18d95033_seed47,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed47.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
s5i5-18d95033_seed48,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed48.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
s5i5-18d95033_seed49,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed49.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
s5i5-18d95033_seed5,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed5.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
s5i5-18d95033_seed50,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed50.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
s5i5-18d95033_seed51,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed51.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
s5i5-18d95033_seed52,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed52.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
s5i5-18d95033_seed53,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed53.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
s5i5-18d95033_seed54,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed54.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
s5i5-18d95033_seed55,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed55.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
s5i5-18d95033_seed56,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed56.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
s5i5-18d95033_seed57,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed57.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
s5i5-18d95033_seed58,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed58.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
s5i5-18d95033_seed59,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed59.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
s5i5-18d95033_seed6,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed6.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
s5i5-18d95033_seed60,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed60.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
s5i5-18d95033_seed61,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed61.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
s5i5-18d95033_seed62,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed62.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
s5i5-18d95033_seed63,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed63.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
s5i5-18d95033_seed64,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed64.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
s5i5-18d95033_seed65,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed65.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
s5i5-18d95033_seed66,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed66.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
s5i5-18d95033_seed67,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed67.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
s5i5-18d95033_seed68,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed68.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
s5i5-18d95033_seed69,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed69.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
s5i5-18d95033_seed7,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed7.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
s5i5-18d95033_seed70,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed70.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
s5i5-18d95033_seed71,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed71.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
s5i5-18d95033_seed72,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed72.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
s5i5-18d95033_seed73,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed73.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
s5i5-18d95033_seed74,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed74.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
s5i5-18d95033_seed75,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed75.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
s5i5-18d95033_seed76,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed76.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
s5i5-18d95033_seed77,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed77.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
s5i5-18d95033_seed78,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed78.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
s5i5-18d95033_seed79,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed79.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
s5i5-18d95033_seed8,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed8.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
s5i5-18d95033_seed80,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed80.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
s5i5-18d95033_seed81,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed81.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
s5i5-18d95033_seed82,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed82.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
s5i5-18d95033_seed9,s5i5-18d95033,23,1.0,training_examples/s5i5-18d95033_seed9.examples.jsonl,1.0,1.0,3.68,0.76,0.0,0.0,0.02,0.0,0.465,27.0
sb26-7fbdac44_seed0,sb26-7fbdac44,6,1.0,training_examples/sb26-7fbdac44_seed0.examples.jsonl,0.335,0.335,0.335,0.335,0.0,0.0,0.005,0.0,0.325,23.0
sb26-7fbdac44_seed1,sb26-7fbdac44,6,1.0,training_examples/sb26-7fbdac44_seed1.examples.jsonl,0.335,0.335,0.335,0.335,0.0,0.0,0.005,0.0,0.325,23.0
sb26-7fbdac44_seed10,sb26-7fbdac44,6,1.0,training_examples/sb26-7fbdac44_seed10.examples.jsonl,0.335,0.335,0.335,0.335,0.0,0.0,0.005,0.0,0.325,23.0
sb26-7fbdac44_seed11,sb26-7fbdac44,6,1.0,training_examples/sb26-7fbdac44_seed11.examples.jsonl,0.335,0.335,0.335,0.335,0.0,0.0,0.005,0.0,0.325,23.0
sb26-7fbdac44_seed12,sb26-7fbdac44,6,1.0,training_examples/sb26-7fbdac44_seed12.examples.jsonl,0.335,0.335,0.335,0.335,0.0,0.0,0.005,0.0,0.325,23.0
sb26-7fbdac44_seed13,sb26-7fbdac44,6,1.0,training_examples/sb26-7fbdac44_seed13.examples.jsonl,0.335,0.335,0.335,0.335,0.0,0.0,0.005,0.0,0.325,23.0
sb26-7fbdac44_seed14,sb26-7fbdac44,6,1.0,training_examples/sb26-7fbdac44_seed14.examples.jsonl,0.335,0.335,0.335,0.335,0.0,0.0,0.005,0.0,0.325,23.0
sb26-7fbdac44_seed15,sb26-7fbdac44,6,1.0,training_examples/sb26-7fbdac44_seed15.examples.jsonl,0.335,0.335,0.335,0.335,0.0,0.0,0.005,0.0,0.325,23.0
sb26-7fbdac44_seed16,sb26-7fbdac44,6,1.0,training_examples/sb26-7fbdac44_seed16.examples.jsonl,0.335,0.335,0.335,0.335,0.0,0.0,0.005,0.0,0.325,23.0
sb26-7fbdac44_seed17,sb26-7fbdac44,6,1.0,training_examples/sb26-7fbdac44_seed17.examples.jsonl,0.335,0.335,0.335,0.335,0.0,0.0,0.005,0.0,0.325,23.0
sb26-7fbdac44_seed18,sb26-7fbdac44,6,1.0,training_examples/sb26-7fbdac44_seed18.examples.jsonl,0.335,0.335,0.335,0.335,0.0,0.0,0.005,0.0,0.325,23.0
sb26-7fbdac44_seed19,sb26-7fbdac44,6,1.0,training_examples/sb26-7fbdac44_seed19.examples.jsonl,0.335,0.335,0.335,0.335,0.0,0.0,0.005,0.0,0.325,23.0
sb26-7fbdac44_seed2,sb26-7fbdac44,6,1.0,training_examples/sb26-7fbdac44_seed2.examples.jsonl,0.335,0.335,0.335,0.335,0.0,0.0,0.005,0.0,0.325,23.0
sb26-7fbdac44_seed20,sb26-7fbdac44,6,1.0,training_examples/sb26-7fbdac44_seed20.examples.jsonl,0.335,0.335,0.335,0.335,0.0,0.0,0.005,0.0,0.325,23.0
sb26-7fbdac44_seed21,sb26-7fbdac44,6,1.0,training_examples/sb26-7fbdac44_seed21.examples.jsonl,0.335,0.335,0.335,0.335,0.0,0.0,0.005,0.0,0.325,23.0
sb26-7fbdac44_seed22,sb26-7fbdac44,6,1.0,training_examples/sb26-7fbdac44_seed22.examples.jsonl,0.335,0.335,0.335,0.335,0.0,0.0,0.005,0.0,0.325,23.0
sb26-7fbdac44_seed23,sb26-7fbdac44,6,1.0,training_examples/sb26-7fbdac44_seed23.examples.jsonl,0.335,0.335,0.335,0.335,0.0,0.0,0.005,0.0,0.325,23.0
sb26-7fbdac44_seed24,sb26-7fbdac44,6,1.0,training_examples/sb26-7fbdac44_seed24.examples.jsonl,0.335,0.335,0.335,0.335,0.0,0.0,0.005,0.0,0.325,23.0
sb26-7fbdac44_seed25,sb26-7fbdac44,6,1.0,training_examples/sb26-7fbdac44_seed25.examples.jsonl,0.335,0.335,0.335,0.335,0.0,0.0,0.005,0.0,0.325,23.0
sb26-7fbdac44_seed26,sb26-7fbdac44,6,1.0,training_examples/sb26-7fbdac44_seed26.examples.jsonl,0.335,0.335,0.335,0.335,0.0,0.0,0.005,0.0,0.325,23.0
sb26-7fbdac44_seed27,sb26-7fbdac44,6,1.0,training_examples/sb26-7fbdac44_seed27.examples.jsonl,0.335,0.335,0.335,0.335,0.0,0.0,0.005,0.0,0.325,23.0
sb26-7fbdac44_seed28,sb26-7fbdac44,6,1.0,training_examples/sb26-7fbdac44_seed28.examples.jsonl,0.335,0.335,0.335,0.335,0.0,0.0,0.005,0.0,0.325,23.0
sb26-7fbdac44_seed29,sb26-7fbdac44,6,1.0,training_examples/sb26-7fbdac44_seed29.examples.jsonl,0.335,0.335,0.335,0.335,0.0,0.0,0.005,0.0,0.325,23.0
sb26-7fbdac44_seed3,sb26-7fbdac44,6,1.0,training_examples/sb26-7fbdac44_seed3.examples.jsonl,0.335,0.335,0.335,0.335,0.0,0.0,0.005,0.0,0.325,23.0
sb26-7fbdac44_seed30,sb26-7fbdac44,6,1.0,training_examples/sb26-7fbdac44_seed30.examples.jsonl,0.335,0.335,0.335,0.335,0.0,0.0,0.005,0.0,0.325,23.0
sb26-7fbdac44_seed31,sb26-7fbdac44,6,1.0,training_examples/sb26-7fbdac44_seed31.examples.jsonl,0.335,0.335,0.335,0.335,0.0,0.0,0.005,0.0,0.325,23.0
sb26-7fbdac44_seed32,sb26-7fbdac44,6,1.0,training_examples/sb26-7fbdac44_seed32.examples.jsonl,0.335,0.335,0.335,0.335,0.0,0.0,0.005,0.0,0.325,23.0
sb26-7fbdac44_seed33,sb26-7fbdac44,6,1.0,training_examples/sb26-7fbdac44_seed33.examples.jsonl,0.335,0.335,0.335,0.335,0.0,0.0,0.005,0.0,0.325,23.0
sb26-7fbdac44_seed34,sb26-7fbdac44,6,1.0,training_examples/sb26-7fbdac44_seed34.examples.jsonl,0.335,0.335,0.335,0.335,0.0,0.0,0.005,0.0,0.325,23.0
sb26-7fbdac44_seed35,sb26-7fbdac44,6,1.0,training_examples/sb26-7fbdac44_seed35.examples.jsonl,0.335,0.335,0.335,0.335,0.0,0.0,0.005,0.0,0.325,23.0
sb26-7fbdac44_seed36,sb26-7fbdac44,6,1.0,training_examples/sb26-7fbdac44_seed36.examples.jsonl,0.335,0.335,0.335,0.335,0.0,0.0,0.005,0.0,0.325,23.0
sb26-7fbdac44_seed37,sb26-7fbdac44,6,1.0,training_examples/sb26-7fbdac44_seed37.examples.jsonl,0.335,0.335,0.335,0.335,0.0,0.0,0.005,0.0,0.325,23.0
sb26-7fbdac44_seed38,sb26-7fbdac44,6,1.0,training_examples/sb26-7fbdac44_seed38.examples.jsonl,0.335,0.335,0.335,0.335,0.0,0.0,0.005,0.0,0.325,23.0
sb26-7fbdac44_seed39,sb26-7fbdac44,6,1.0,training_examples/sb26-7fbdac44_seed39.examples.jsonl,0.335,0.335,0.335,0.335,0.0,0.0,0.005,0.0,0.325,23.0
sb26-7fbdac44_seed4,sb26-7fbdac44,6,1.0,training_examples/sb26-7fbdac44_seed4.examples.jsonl,0.335,0.335,0.335,0.335,0.0,0.0,0.005,0.0,0.325,23.0
sb26-7fbdac44_seed40,sb26-7fbdac44,6,1.0,training_examples/sb26-7fbdac44_seed40.examples.jsonl,0.335,0.335,0.335,0.335,0.0,0.0,0.005,0.0,0.325,23.0
sb26-7fbdac44_seed41,sb26-7fbdac44,6,1.0,training_examples/sb26-7fbdac44_seed41.examples.jsonl,0.335,0.335,0.335,0.335,0.0,0.0,0.005,0.0,0.325,23.0
sb26-7fbdac44_seed42,sb26-7fbdac44,6,1.0,training_examples/sb26-7fbdac44_seed42.examples.jsonl,0.335,0.335,0.335,0.335,0.0,0.0,0.005,0.0,0.325,23.0
sb26-7fbdac44_seed43,sb26-7fbdac44,6,1.0,training_examples/sb26-7fbdac44_seed43.examples.jsonl,0.335,0.335,0.335,0.335,0.0,0.0,0.005,0.0,0.325,23.0
sb26-7fbdac44_seed44,sb26-7fbdac44,6,1.0,training_examples/sb26-7fbdac44_seed44.examples.jsonl,0.335,0.335,0.335,0.335,0.0,0.0,0.005,0.0,0.325,23.0
sb26-7fbdac44_seed45,sb26-7fbdac44,6,1.0,training_examples/sb26-7fbdac44_seed45.examples.jsonl,0.335,0.335,0.335,0.335,0.0,0.0,0.005,0.0,0.325,23.0
sb26-7fbdac44_seed46,sb26-7fbdac44,6,1.0,training_examples/sb26-7fbdac44_seed46.examples.jsonl,0.335,0.335,0.335,0.335,0.0,0.0,0.005,0.0,0.325,23.0
sb26-7fbdac44_seed47,sb26-7fbdac44,6,1.0,training_examples/sb26-7fbdac44_seed47.examples.jsonl,0.335,0.335,0.335,0.335,0.0,0.0,0.005,0.0,0.325,23.0
sb26-7fbdac44_seed48,sb26-7fbdac44,6,1.0,training_examples/sb26-7fbdac44_seed48.examples.jsonl,0.335,0.335,0.335,0.335,0.0,0.0,0.005,0.0,0.325,23.0
sb26-7fbdac44_seed49,sb26-7fbdac44,6,1.0,training_examples/sb26-7fbdac44_seed49.examples.jsonl,0.335,0.335,0.335,0.335,0.0,0.0,0.005,0.0,0.325,23.0
sb26-7fbdac44_seed5,sb26-7fbdac44,6,1.0,training_examples/sb26-7fbdac44_seed5.examples.jsonl,0.335,0.335,0.335,0.335,0.0,0.0,0.005,0.0,0.325,23.0
